scraped_at,modele,finition,prix,annee_mise_en_circulation,kilometrage,carburant,transmission,puissance,nb_ancien_proprietaire,classe_vehicule,nb_porte,nb_place,couleur,sellerie,classe_emission,emission_CO2,crit_air,usage_commerciale_anterieure,url_annonce
2025-04-09,Renault Kadjar,1.5 dCi Blue Intens,16 390 €,29.11.2018,35 772 km,Diesel,Boite de vitesse manuelle,115 CV / 85 kW,2,SUV,5,5,Rouge,Mi-cuir (Sellerie d'origine),EURO 6,115 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/renault-kadjar/id/7a0d74e3-11f0-4d21-9c07-d315e7e7b8db/?financePeriod=84&cashAmount=50000
2025-04-09,Peugeot 2008,1.2 PureTech Signature,10 090 €,30.10.2019,47 077 km,Essence,Boite de vitesse manuelle,110 CV / 81 kW,2,SUV,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,104 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/peugeot-2008/id/92515d67-dfe9-48c2-9402-463ac3370830/?financePeriod=84&cashAmount=50000
2025-04-09,Renault Grand Scenic,1.7 dCi Blue Business EDC,16 290 €,16.07.2020,81 284 km,Diesel,Boite de vitesse automatique,120 CV / 88 kW,3,Monospace,5,7,Gris,Tissu (Sellerie d'origine),EURO 6,159 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/renault-grand-scenic/id/c85ffdf8-eb23-470a-9f43-a9cd6f643248/?financePeriod=84&cashAmount=50000
2025-04-09,Toyota Yaris,1.5 Hybrid Design,17 390 €,25.06.2021,45 187 km,Hybride,Boite de vitesse automatique,116 CV / 85 kW,2,Citadine,5,5,Bleu,Tissu (Sellerie d'origine),EURO 6,92 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/toyota-yaris/id/35d513a8-8fd4-48e9-8834-72c490ca29c0/?financePeriod=84&cashAmount=50000
2025-04-09,Citroen C3 Aircross,1.2 PureTech Shine BV6,10 390 €,10.06.2020,37 347 km,Essence,Boite de vitesse manuelle,110 CV / 81 kW,3,SUV,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,140 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/citroen-c-3-aircross/id/a793d502-a2ac-4561-bdda-c5e427841e13/?financePeriod=84&cashAmount=50000
2025-04-09,Opel Mokka,1.2 Turbo GS Line BVA8,16 590 €,28.05.2021,55 052 km,Essence,Boite de vitesse automatique,130 CV / 96 kW,1,SUV,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,135 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/opel-mokka/id/7e7e4bc5-f31a-4d06-8e0d-844867c43078/?financePeriod=84&cashAmount=50000
2025-04-09,Mazda 6,Wagon 2.2 SkyActiv-D Takumi SkyActiv-Drive,23 990 €,31.07.2020,56 119 km,Diesel,Boite de vitesse automatique,184 CV / 135 kW,2,Break,5,5,Blanc,Cuir (Sellerie d'origine),EURO 6,155 g/km,Crit'Air 2,Oui,https://www.autohero.com/fr/mazda-6/id/40c14792-d75a-47a2-904c-94cadcc0d631/?financePeriod=84&cashAmount=50000
2025-04-09,Dacia Duster,1.2 TCe Prestige 4x2,12 190 €,10.04.2018,81 575 km,Essence,Boite de vitesse manuelle,125 CV / 92 kW,2,SUV,5,5,Beige,Tissu (Sellerie d'origine),EURO 6,138 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/dacia-duster/id/f1b0e8ac-ac63-44f7-a507-4fa18bf5577e/?financePeriod=84&cashAmount=50000&impression_id=MjhkYWY1YTctZTI4ZC00NzA4LTllNTctY2NjYmJiOWFjZTJkKzE3NDQxODIxMDkyMDE%3D
2025-04-09,Renault Clio,1.3 TCe RS Line,18 590 €,24.09.2021,23 296 km,Essence,Boite de vitesse manuelle,140 CV / 103 kW,2,Citadine,5,5,Rouge,Mi-cuir (Sellerie d'origine),EURO 6,,Crit'Air 1,,https://www.autohero.com/fr/renault-clio/id/638cb7cd-5332-4b5c-93dc-a233435ac194/?financePeriod=84&cashAmount=50000&impression_id=MTc3NGU4ODEtMGM1Yy00NjJkLWJmZTYtMGNlNTg5YjM3NTRiKzE3NDQxODIwNTY2ODM%3D
2025-04-09,Renault Twingo,1.0 SCe Intens,10 390 €,27.02.2018,9 445 km,Essence,Boite de vitesse manuelle,69 CV / 51 kW,2,Citadine,5,4,Blanc,Tissu (Sellerie d'origine),EURO 6,112 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/renault-twingo/id/58267d0f-93e6-4b46-9609-91e30261b46c/?financePeriod=84&cashAmount=50000
2025-04-09,Fiat 500,1.0 Hybrid BSG Dolcevita,11 090 €,13.10.2022,34 363 km,Essence,Boite de vitesse manuelle,70 CV / 52 kW,1,Citadine,3,4,Bleu,Tissu (Sellerie d'origine),EURO 6,106 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/fiat-500/id/357a7647-c9eb-44d0-9653-4fcb3685e773/?financePeriod=84&cashAmount=50000&impression_id=NjU4MjZhOTUtOGZjNS00NzEyLWEwNTEtZjVlNDNhMjU3NDg1KzE3NDQxODE4MzA0OTk%3D
2025-04-09,Peugeot 308,1.5 Blue-HDi Active Business EAT8,16 490 €,16.12.2020,52 990 km,Diesel,Boite de vitesse automatique,130 CV / 96 kW,2,Berline,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,,Crit'Air 2,,https://www.autohero.com/fr/peugeot-308/id/d13c5cf1-fc75-4f0a-9876-6c7aeab1a08b/?financePeriod=84&cashAmount=50000&impression_id=MGU3MGE1YjEtMmNmNS00MTE0LWE0ODctM2Y0ZWM0Y2JmMTBmKzE3NDQxODIwNTY2ODI%3D
2025-04-09,BMW X1,sDrive18i M Sport DKG7,25 590 €,20.12.2019,46 227 km,Essence,Double embrayage / DCT,140 CV / 103 kW,2,SUV,5,5,Gris,Cuir (Sellerie d'origine),EURO 6,122 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/bmw-x-1/id/beebd9e7-e55a-4ae5-9efc-925ebf313b09/?financePeriod=84&cashAmount=50000
2025-04-09,Citroen Berlingo,Multispace Taille M 1.2 PureTech Feel BV6,15 890 €,15.03.2021,63 783 km,Essence,Boite de vitesse manuelle,110 CV / 81 kW,2,Monospace,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,145 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/citroen-berlingo/id/b9e47181-b6bd-4518-862b-a6ccc9080d21/?financePeriod=84&cashAmount=50000
2025-04-09,Peugeot 3008,2.0 Blue-HDi GT Line EAT8,19 390 €,16.11.2018,95 535 km,Diesel,Boite de vitesse automatique,180 CV / 130 kW,2,SUV,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,124 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/peugeot-3008/id/67c15a28-48f2-475d-8071-628227d22cc1/?financePeriod=84&cashAmount=50000
2025-04-09,Audi A4,Avant 1.4 TFSI S Line S Tronic,22 790 €,06.11.2018,95 466 km,Essence,Double embrayage / DCT,150 CV / 110 kW,Inconnu,Break,5,5,Noir,Mi-cuir (Sellerie d'origine),EURO 6,129 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/audi-a-4/id/d239b013-26ee-43f4-9e65-e4f9be7ba0e9/?financePeriod=84&cashAmount=50000
2025-04-09,Opel Insignia Grand Sport,1.6 Diesel Business Edition Pack Automatique,14 690 €,05.07.2018,76 456 km,Diesel,Boite de vitesse automatique,136 CV / 100 kW,2,Berline,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,134 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/opel-insignia-grand-sport/id/960fb265-5a93-40ff-80a3-81dbf836861f/?financePeriod=84&cashAmount=50000
2025-04-09,Mazda 3,2.0 e-Skyactiv X M-Hybrid Sportline BVA6,23 990 €,06.10.2022,33 225 km,Essence,Boite de vitesse automatique,186 CV / 137 kW,3,Berline,5,5,Bleu,Tissu (Sellerie d'origine),EURO 6,137 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/mazda-3/id/bd18e6bb-1669-49c9-b01d-ea1a45907390/?financePeriod=84&cashAmount=50000
2025-04-09,Audi Q3 Sportback,35 TDI Business Line S Tronic 7,29 490 €,21.10.2020,77 807 km,Diesel,Double embrayage / DCT,150 CV / 110 kW,2,SUV,5,5,Noir,Tissu (Sellerie d'origine),EURO 6,144 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/audi-q-3-sportback/id/57cfa422-678c-4c40-84f3-fb3f4e90136a/?financePeriod=84&cashAmount=50000
2025-04-09,Renault Captur,1.3 TCe Intens EDC,17 790 €,13.09.2021,45 254 km,Essence,Double embrayage / DCT,140 CV / 103 kW,3,SUV,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,135 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/renault-captur/id/a48150a9-7715-4423-b5c9-6d4369af1bbd/?financePeriod=84&cashAmount=50000&impression_id=MzM5MGM1ZjktNTQwMi00ZTVlLWJhNWUtMWVjYmYyOWRjMmU2KzE3NDQxODIxMTk3MjY%3D
2025-04-09,DS Automobiles DS3 Crossback,1.5 Blue-HDi Grand Chic Automatique,17 690 €,25.10.2019,91 993 km,Diesel,Boite de vitesse automatique,130 CV / 96 kW,3,SUV,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,98 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/ds-automobiles-ds-3-crossback/id/421629d3-2d99-4012-90d6-7eae0b25aa60/?financePeriod=84&cashAmount=50000
2025-04-09,Audi A1,Sportback 30 TFSI Design S Tronic 7,20 890 €,19.05.2020,38 610 km,Essence,Double embrayage / DCT,116 CV / 85 kW,3,Citadine,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,141 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/audi-a-1/id/584bee05-23da-468e-911a-ed7e3e71594b/?financePeriod=84&cashAmount=50000
2025-04-09,Volkswagen Golf VIII,2.0 TDI SRC R-Line DSG7,25 790 €,21.10.2021,68 979 km,Diesel,Double embrayage / DCT,150 CV / 110 kW,Inconnu,Berline,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,121 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/volkswagen-golf-viii/id/6934c948-30d8-4ea4-b153-6e36cec01f8b/?financePeriod=84&cashAmount=50000
2025-04-09,Ford Focus,1.0 EcoBoost Titanium,12 490 €,18.10.2018,65 868 km,Essence,Boite de vitesse manuelle,125 CV / 92 kW,2,Berline,5,5,Noir,Tissu (Sellerie d'origine),EURO 6,104 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/ford-focus/id/cc0c9679-10f7-4985-ab4a-8c18d22c5aae/?financePeriod=84&cashAmount=50000
2025-04-09,Infiniti QX30,2.2d AWD Premium DCT,17 790 €,30.11.2018,82 299 km,Diesel,Double embrayage / DCT,170 CV / 125 kW,2,SUV,5,5,Noir,Cuir (Sellerie d'origine),EURO 6,,Crit'Air 2,,https://www.autohero.com/fr/infiniti-qx-30/id/5393357c-c816-4b8c-9aa8-ae5d95d81e2d/?financePeriod=84&cashAmount=50000
2025-04-09,Volkswagen Golf VII,1.5 TSI EVO IQ.Drive DSG7,19 990 €,28.08.2020,91 955 km,Essence,Double embrayage / DCT,150 CV / 110 kW,3,Berline,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,,Crit'Air 1,,https://www.autohero.com/fr/volkswagen-golf-vii/id/95afc4cb-e71c-4412-ae34-c656c7c51f0f/?financePeriod=84&cashAmount=50000
2025-04-09,Volvo V40,2.0 D2 Inscription,14 290 €,01.06.2018,98 500 km,Diesel,Boite de vitesse manuelle,120 CV / 88 kW,3,Berline,5,5,Noir,Cuir (Sellerie d'origine),EURO 6,,Crit'Air 2,,https://www.autohero.com/fr/volvo-v-40/id/917e941f-1d08-47af-95ed-682b0603aab1/?financePeriod=84&cashAmount=50000
2025-04-09,Seat Leon,1.5 eTSI FR DSG7,22 190 €,28.05.2020,37 643 km,Essence,Double embrayage / DCT,150 CV / 110 kW,2,Berline,5,5,Rouge,Tissu (Sellerie d'origine),EURO 6,136 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/seat-leon/id/40f93adc-e59e-4daa-9ae8-cecf48da5777/?financePeriod=84&cashAmount=50000
2025-04-09,Hyundai i10,1.0 Intuitive,9 590 €,14.06.2019,13 581 km,Essence,Boite de vitesse manuelle,66 CV / 49 kW,1,Citadine,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,117 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/hyundai-i-10/id/fd0abb8e-84ce-4185-9238-9e26384883f4/?financePeriod=84&cashAmount=50000&impression_id=OTMxYWZhMjYtNTIzNC00ZjU1LTkxNzMtZWFhNTViZDZlZmY4KzE3NDQxODIxMDQwMTI%3D
2025-04-09,BMW X2,sDrive18i M Sport DKG7,29 690 €,11.04.2022,19 887 km,Essence,Double embrayage / DCT,136 CV / 100 kW,1,SUV,5,5,Noir,Mi-cuir (Sellerie d'origine),EURO 6,145 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/bmw-x-2/id/2d70b790-84f5-49ba-bd76-e1ac2ae82972/?financePeriod=84&cashAmount=50000
2025-04-09,Kia Sportage,1.6 CRDi ISG Design 2WD,18 290 €,03.12.2020,39 127 km,Diesel,Boite de vitesse manuelle,116 CV / 85 kW,1,SUV,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,145 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/kia-sportage/id/31166b7b-a2ad-453f-8723-d27c1f93bec5/?financePeriod=84&cashAmount=50000
2025-04-09,Citroen C4,1.5 Blue-HDi Feel Pack Business EAT8,18 990 €,29.10.2021,56 950 km,Diesel,Boite de vitesse automatique,131 CV / 96 kW,3,Berline,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,,Crit'Air 2,,https://www.autohero.com/fr/citroen-c-4/id/7fd05869-572d-42c0-bf46-59c7a9197a81/?financePeriod=84&cashAmount=50000&impression_id=Mjc0ZjllZTEtYWNhYy00YWQ3LThhYzUtZjQ5ZWU1YmYwMGZjKzE3NDQxODIwNDA4NDE%3D
2025-04-09,Volkswagen T-Roc,1.5 TSI EVO DSG7,23 190 €,18.05.2021,64 652 km,Essence,Double embrayage / DCT,150 CV / 110 kW,Inconnu,SUV,5,5,Jaune,Tissu (Sellerie d'origine),EURO 6,147 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/volkswagen-t-roc/id/eb499d76-130d-4e78-a63c-2d702eef7baa/?financePeriod=84&cashAmount=50000
2025-04-09,Kia XCeed,1.6 GDi ISG PHEV Active DCT6,17 990 €,30.11.2021,96 034 km,Hybride,Double embrayage / DCT,141 CV / 104 kW,2,SUV,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,32 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/kia-x-ceed/id/e86836f4-89d5-4a0a-9a8f-edfcf4e8a66b/?financePeriod=84&cashAmount=50000
2025-04-09,Fiat 500C,C 1.2 Lounge,9 290 €,28.02.2017,84 143 km,Essence,Boite de vitesse manuelle,69 CV / 51 kW,3,Cabriolet,2,4,Gris,Mi-cuir (Sellerie d'origine),EURO 6,115 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/fiat-500-c/id/6721b249-8380-4901-94d8-e91f0292a0ff/?financePeriod=84&cashAmount=50000
2025-04-09,Dacia Duster,1.5 dCi Blue Confort 4x2,15 790 €,15.09.2020,29 647 km,Diesel,Boite de vitesse manuelle,116 CV / 85 kW,3,SUV,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,128 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/dacia-duster/id/50592a94-3013-4b1c-9039-3218be495b69/?financePeriod=84&cashAmount=50000
2025-04-09,Mercedes-Benz Classe C,Cabriolet 200 AMG Line 9G-Tronic,32 090 €,18.02.2020,52 234 km,Essence,Boite de vitesse automatique,184 CV / 135 kW,3,Cabriolet,2,4,Noir,Cuir (Sellerie d'origine),EURO 6,142 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/mercedes-benz-classe-c/id/cc5b19b1-eddf-4b61-9ee1-2a0256b32f52/?financePeriod=84&cashAmount=50000&impression_id=YzM4ZTBlZTUtZGRmZS00YzJiLThmOTMtNzc4MGIzMzRhMzMzKzE3NDQxODIxMTk3Mjc%3D
2025-04-09,Citroen C4,1.2 PureTech Shine EAT8,14 890 €,30.03.2021,71 595 km,Essence,Boite de vitesse automatique,131 CV / 96 kW,1,Berline,5,5,Bleu,Mi-cuir (Sellerie d'origine),EURO 6,130 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/citroen-c-4/id/56475673-3ac7-4b9d-8fde-873eb68ff72e/?financePeriod=84&cashAmount=50000
2025-04-09,Peugeot 3008,1.2 PureTech Allure EAT6,14 990 €,06.04.2017,50 481 km,Essence,Boite de vitesse automatique,130 CV / 96 kW,1,SUV,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,,Crit'Air 1,,https://www.autohero.com/fr/peugeot-3008/id/5febe4ed-770d-44a7-bb7d-ee6a18316c05/?financePeriod=84&cashAmount=50000
2025-04-09,Mercedes-Benz GLA,250 e AMG Line 8G-DCT,32 190 €,09.12.2020,73 848 km,Hybride,Boite de vitesse automatique,218 CV / 160 kW,2,SUV,5,5,Blanc,Alcantara (Sellerie d'origine),EURO 6,33 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/mercedes-benz-gla/id/94ba2d59-946e-43eb-970e-96116caf9a09/?financePeriod=84&cashAmount=50000
2025-04-09,Volkswagen T-Roc,1.5 TSI EVO Style DSG7,18 190 €,10.06.2020,91 938 km,Essence,Boite de vitesse automatique,150 CV / 110 kW,2,SUV,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,117 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/volkswagen-t-roc/id/5ce695b5-c148-4a68-8096-326d12495c85/?financePeriod=84&cashAmount=50000
2025-04-09,BMW Série 1,116d M Sport BVA8,19 290 €,28.09.2018,55 732 km,Diesel,Boite de vitesse automatique,116 CV / 85 kW,2,Berline,3,5,Orange,Tissu (Sellerie d'origine),EURO 6,,Crit'Air 2,,https://www.autohero.com/fr/bmw-serie-1/id/7f9a8d74-7912-434a-9e1d-5cc0cd844752/?financePeriod=84&cashAmount=50000
2025-04-09,Dacia Sandero,Stepway 1.0 TCe Expression CVT,16 390 €,16.05.2023,5 827 km,Essence,Boite de vitesse automatique,91 CV / 67 kW,1,Citadine,5,5,Noir,Tissu (Sellerie d'origine),EURO 6,,Crit'Air 1,,https://www.autohero.com/fr/dacia-sandero/id/084bc49d-57f2-43e7-8b99-1ef4c01a0c87/?financePeriod=84&cashAmount=50000&impression_id=YjVjOGQzMjAtOTAzZi00YWFhLThiOWQtYTlkZDlmZTdlMThmKzE3NDQxODIwODgxNTc%3D
2025-04-09,DS Automobiles DS3 Crossback,1.5 Blue-HDi Grand Chic,17 390 €,28.10.2019,23 195 km,Diesel,Boite de vitesse manuelle,100 CV / 75 kW,Inconnu,SUV,5,5,Blanc,Cuir (Sellerie d'origine),EURO 6,97 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/ds-automobiles-ds-3-crossback/id/cf1cbfc6-eee6-4d93-ba1e-377ba580aea5/?financePeriod=84&cashAmount=50000
2025-04-09,Nissan Juke,1.5 dCi N-Connecta,11 890 €,17.06.2019,94 559 km,Diesel,Boite de vitesse manuelle,110 CV / 81 kW,2,SUV,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,123 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/nissan-juke/id/41715a53-017f-465e-a441-d91117026813/?financePeriod=84&cashAmount=50000
2025-04-09,Citroen Berlingo,Multispace Taille M 1.5 Blue-HDi Feel,17 590 €,15.04.2021,72 121 km,Diesel,Boite de vitesse manuelle,102 CV / 75 kW,2,Monospace,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,135 g/km,Crit'Air 2,Oui,https://www.autohero.com/fr/citroen-berlingo/id/02d12433-78d4-45fa-bab0-b77e5d3824df/?financePeriod=84&cashAmount=50000
2025-04-09,Lexus UX-Serie,250h F SPORT 4WD,22 390 €,05.04.2019,97 425 km,Hybride,Boite de vitesse automatique,184 CV / 135 kW,4,SUV,5,5,Gris,Cuir (Sellerie d'origine),EURO 6,101 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/lexus-ux-serie/id/f0aee02f-20d0-4ae0-8c4e-9d382160ce47/?financePeriod=84&cashAmount=50000
2025-04-09,Audi Q2,35 TFSI S Tronic,19 490 €,31.07.2019,81 314 km,Essence,Double embrayage / DCT,150 CV / 110 kW,Inconnu,SUV,5,5,Noir,Tissu (Sellerie d'origine),EURO 6,121 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/audi-q-2/id/ef536198-3925-42cd-9534-73084735fdc0/?financePeriod=84&cashAmount=50000
2025-04-09,Seat Ateca,1.4 EcoTSI ACT Style DSG7,18 090 €,29.08.2018,90 150 km,Essence,Double embrayage / DCT,150 CV / 110 kW,2,SUV,5,5,Noir,Tissu (Sellerie d'origine),EURO 6,124 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/seat-ateca/id/dc959583-c8fa-49a0-a588-aa34e673888e/?financePeriod=84&cashAmount=50000
2025-04-09,Peugeot 208,1.2 PureTech Style,10 890 €,31.08.2022,27 041 km,Essence,Boite de vitesse manuelle,75 CV / 55 kW,2,Citadine,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,119 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/peugeot-208/id/687687dc-b390-46ce-9ab5-870f54a0e819/?financePeriod=84&cashAmount=50000
2025-04-09,Renault Captur,1.2 TCe Energy Intens EDC,13 690 €,13.08.2018,51 529 km,Essence,Double embrayage / DCT,120 CV / 87 kW,1,SUV,5,5,Beige,Tissu (Sellerie d'origine),EURO 6,,Crit'Air 1,,https://www.autohero.com/fr/renault-captur/id/c7ecb22f-3ab7-4faf-b806-70515d3468c6/?financePeriod=84&cashAmount=50000
2025-04-09,Mercedes-Benz Classe C,SW 220 d AMG Line 9G-Tronic,37 590 €,01.03.2022,59 613 km,Diesel,Boite de vitesse automatique,200 CV / 147 kW,Inconnu,Break,5,5,Noir,Alcantara (Sellerie d'origine),EURO 6,141 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/mercedes-benz-classe-c/id/db464915-a6b7-4345-a962-bccf116f8990/?financePeriod=84&cashAmount=50000&impression_id=M2JjNjE0ZDAtZmQ2ZC00MWJiLThkYWYtNWQ3OWY1ZDQ0MmU2KzE3NDQxODE5Njc0Mjg%3D
2025-04-09,Fiat 500X,1.0 FireFly T T3 Cross,11 290 €,31.05.2019,97 819 km,Essence,Boite de vitesse manuelle,120 CV / 88 kW,2,SUV,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,129 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/fiat-500-x/id/c7dfba60-7b87-4160-9247-73eba9ddc2c6/?financePeriod=84&cashAmount=50000
2025-04-09,Opel Crossland X,1.5 Diesel Elegance Automatique,13 590 €,29.10.2021,88 266 km,Diesel,Boite de vitesse automatique,120 CV / 88 kW,2,SUV,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,132 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/opel-crossland-x/id/404f0b9e-4819-4280-a5d9-9a84277d8699/?financePeriod=84&cashAmount=50000
2025-04-09,Citroen C3,1.6 Blue-HDi Feel,9 690 €,28.09.2017,84 415 km,Diesel,Boite de vitesse manuelle,75 CV / 55 kW,2,Citadine,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,93 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/citroen-c-3/id/3f75f3a6-ad8d-4168-ad7b-7b5cb976cedf/?financePeriod=84&cashAmount=50000
2025-04-09,Ford EcoSport,1.0 EcoBoost Titanium,10 790 €,20.12.2018,75 887 km,Essence,Boite de vitesse manuelle,125 CV / 92 kW,2,SUV,5,5,Rouge,Mi-cuir (Sellerie d'origine),EURO 6,120 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/ford-eco-sport/id/354048d3-6b50-434f-9942-9a3e735795bc/?financePeriod=84&cashAmount=50000
2025-04-09,Peugeot 3008,1.5 Blue-HDi GT Line EAT8,19 290 €,15.09.2020,77 596 km,Diesel,Boite de vitesse automatique,130 CV / 96 kW,2,SUV,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,136 g/km,Crit'Air 2,Oui,https://www.autohero.com/fr/peugeot-3008/id/8f51cc95-9a54-4b8c-8876-89d35748ea0c/?financePeriod=84&cashAmount=50000
2025-04-09,Hyundai i20,1.0 T-GDi Intuitive,11 790 €,16.08.2018,63 064 km,Essence,Boite de vitesse manuelle,100 CV / 74 kW,2,Citadine,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,109 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/hyundai-i-20/id/2a56bea0-9e49-4eb6-bd84-5e7d9fbadb0e/?financePeriod=84&cashAmount=50000
2025-04-09,Peugeot 308,1.5 Blue-HDi Style,11 990 €,05.02.2019,55 502 km,Diesel,Boite de vitesse manuelle,100 CV / 75 kW,2,Berline,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,97 g/km,Crit'Air 2,Oui,https://www.autohero.com/fr/peugeot-308/id/d0d04d9d-8434-4f9d-a4dc-80f93d15ba94/?financePeriod=84&cashAmount=50000
2025-04-09,Ford EcoSport,1.0 EcoBoost ST Line,15 090 €,04.11.2022,38 396 km,Essence,Boite de vitesse manuelle,125 CV / 92 kW,1,SUV,5,5,Bleu,Alcantara (Sellerie d'origine),EURO 6,136 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/ford-eco-sport/id/cd79e095-35d6-4568-8c50-bf1dcd3f96dc/?financePeriod=84&cashAmount=50000&impression_id=NzhmM2Y1YTktYTYzZi00YmY0LThjMDAtYTcwMzc3Y2E1YjMxKzE3NDQxODE5NTY4NjY%3D
2025-04-09,Audi A1,Sportback 40 TFSI S Line S Tronic 7,29 290 €,24.08.2023,10 223 km,Essence,Double embrayage / DCT,207 CV / 152 kW,3,Citadine,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,150 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/audi-a-1/id/34a87f6a-ceaf-4d42-a27e-354914c7cb1c/?financePeriod=84&cashAmount=50000&impression_id=NWI1NTFjNTEtOGI4OS00MzYwLThiN2MtMTgzNzNiZTQ5OTU4KzE3NDQxODE5Nzc3ODQ%3D
2025-04-09,Jeep Renegade,1.6 MultiJet Limited,13 390 €,29.03.2018,98 548 km,Diesel,Boite de vitesse manuelle,120 CV / 88 kW,2,SUV,5,5,Gris,Cuir (Sellerie d'origine),EURO 6,115 g/km,Crit'Air 2,Oui,https://www.autohero.com/fr/jeep-renegade/id/80000547-d0ca-498f-a752-dc4746fd44d6/?financePeriod=84&cashAmount=50000
2025-04-09,Ford Puma,1.0 Flexifuel mHEV ST-Line,21 790 €,08.04.2024,12 112 km,Ethanol,Boite de vitesse manuelle,125 CV / 92 kW,2,SUV,5,5,Noir,Tissu (Sellerie d'origine),EURO 6,118 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/ford-puma/id/535005d3-af32-458f-8d19-174e145e8b68/?financePeriod=84&cashAmount=50000
